Track ID,Track Name,Artist Name,Frequency
2Ov6faSCGlnn4tbbZQYAJQ,Walls,Louis Tomlinson,1
2NRpuYVJPYhxC8xyutxkoL,Everywhere,Niall Horan,1
2M8ic65G0VLkS6nEY53Uex,Kadhal Cricket - Love (Not Out),Hiphop Tamizha,1
2JzZzZUQj3Qff7wapcbKjc,See You Again (feat. Charlie Puth),Wiz Khalifa,1
2GiJYvgVaD2HtM8GqD9EgQ,Electric Love,BØRNS,1
2GYzXSeNa3Y0BfIfS1VJj3,Yaen Ennai Pirindhaai,Sid Sriram,1
2FRnf9qhLbvw8fu4IBXx78,Last Christmas,Wham!,1
2FEOW0RtOrgrhOn4N0DFzy,O Crazy Minnal,Andrea Jeremiah,1
2DnfC8ghXPQgn1SKPCCL6S,Mun Andhi,Harris Jayaraj,1
2DRMuw0U0QbkVQxWxdJV3M,Water Under the Bridge,Adele,1
2DI0fZ4QZmLtapszYaoG6F,Atlas - From “The Hunger Games: Catching Fire” Soundtrack,Coldplay,1
2CVV8PtUYYsux8XOzWkCP0,Subterranean Homesick Alien,Radiohead,1
2CQJcnC0XCRFcxKJNgLZmo,Vaaya moodi summa iru da,K. Krishna Kumar,1
2AdRSHeYmDGMrgIfiS2w7K,Ask - 2011 Remaster,The Smiths,1
2928yIGFV4enculPwmmGSe,Small Talk,Niall Horan,1
260jSxvzkFt71ksvkcy2ke,Broken Arrows,Avicii,1
24rXWAEjcsaZLgvt8xfrua,"Minnalgal Koothadum - From ""Polladhavan""",G. V. Prakash,1
24bxijgwUt0atHxfpHsH5A,The Swamp Song - Version 1 - Remastered,Oasis,1
23bpCCVsTUKviTEfoy4tbM,Idhayathai Yedho Ondru,Harris Jayaraj,1
2374M0fQpWi3dLnB54qaLX,Africa,TOTO,1
230PqiIwr8giC46cKgwyCq,Tango Kelaayo,A.R. Rahman,1
1xOXXYh6lTW8laxlW7JP2J,Only the Good Die Young,Billy Joel,1
1wo3UYTeizJHkwYIuLuBPF,Champagne Supernova - Remastered,Oasis,1
1u8c2t2Cy7UBoG4ArRcF5g,Blank Space,Taylor Swift,1
1sTsuZTdANkiFd7T34H3nb,Human,The Killers,1
1rIKgCH4H52lrvDcz50hS8,Lush Life,Zara Larsson,1
1nmwT930XXGwjccTSqkctl,Judgement Day,Stealth,1
1ndGB6rvxKYN9seCYO1dTF,The Zephyr Song,Red Hot Chili Peppers,1
1n5gnI3Wue9WBpYFOIQNh1,Mundhinam,Harris Jayaraj,1
1ifPGkfVkbSFUpWrWGZ19B,"Iraiva (From ""Velaikkaran"")",Anirudh Ravichander,1
1fDFHXcykq4iw8Gg7s5hG9,About You,The 1975,1
1f8qyYxGtcBkFfB6jDK0C2,Naani Koni,Harris Jayaraj,1
1dQQ2QlnvXUehsRUrukKmf,Right Now,One Direction,1
1aXV8GrmQLvgoFtBPERP7E,Jealous,Eyedress,1
1ZWLWVqeEMWMKTlteS0yLH,Love You Goodbye,One Direction,1
1XscMS790b4g5GmCnnO8HX,Engeyum Kaadhal,Harris Jayaraj,1
1XGmzt0PVuFgQYYnV2It7A,Payphone,Maroon 5,1
1SPIAVFM7KKtRwKV2HV3i4,"Kadhal Kan Kattudhe (From ""Kaaki Sattai"")",Anirudh Ravichander,1
1RP85mAmvJ8baqjP53kFJu,Hey Jude - 2015 Mix,The Beatles,1
1R0a2iXumgCiFb7HEZ7gUE,Don’t Blame Me,Taylor Swift,1
1QFh8OH1e78dGd3VyJZCAC,Boys Don't Cry,The Cure,1
1PtQJZVZIdWIYdARpZRDFO,Running Up That Hill (A Deal With God),Kate Bush,1
1PaxAUxLEVpi75l0nDtwu1,Sakkarakatti,Hiphop Tamizha,1
1NZs6n6hl8UuMaX0UC0YTz,Brooklyn Baby,Lana Del Rey,1
1M2x5Qu14L6B3rHHq37EiN,Ennai Konjum,Timmy,1
1JVfJe7LQSePY6EyF1fBUX,Venmathiye,Tippu,1
1HNSUQPFhmGDJyHxyIsYXG,Manjal Veyil,Harris Jayaraj,1
1AU04y9Bvi5UxomIoBMpCy,Yaakkai Thiri,A.R. Rahman,1
16GUMo6u3D2qo9a19AkYct,Movin' Out (Anthony's Song),Billy Joel,1
12g9IeQzX7xECLNxz8dpb5,I'm In Love With You,The 1975,1
0zDmCKN7OlRmNmeiiJAyOR,High on Love,Sid Sriram,1
0z1o5L7HJx562xZSATcIpY,Exit Music (For A Film),Radiohead,1
0wPKDeY4fZXT6k9bzV0kx0,That's Hilarious,Charlie Puth,1
0ug5NqcwcFR2xrfTkc7k8e,Style,Taylor Swift,1
0sTlGEld0h8kIPZaKDYUf4,Notion,The Rare Occasions,1
0qvzXomUDJVaUboy2wMfiS,This Town,Niall Horan,1
0q6LuUqGLUiCPP1cbdwFs3,On Melancholy Hill,Gorillaz,1
0nrRP2bk19rLc0orkWPQk2,Wake Me Up,Avicii,1
0nOF9ewQlwzVU0qKPR2DTq,Live Forever - Remastered,Oasis,1
0muK9BAzu2TJXQgWPsEj6e,Separate Ways (Worlds Apart) - Bryce Miller/Alloy Tracks Remix,Journey,1
0lx2cLdOt3piJbcaXIV74f,willow,Taylor Swift,1
0gzqZ9d1jIKo9psEIthwXe,Beautiful Day,U2,1
0gDwLf7vBAX7470lXfkYpp,Life of Pazham,Anirudh Ravichander,1
0eNfURq0r0oNSwFyw1VuVT,Looking For Somebody (To Love),The 1975,1
0d28khcov6AiegSCpG5TuT,Feel Good Inc.,Gorillaz,1
0ct6r3EGTcMLPtrXHDvVjc,The Nights,Avicii,1
0ZNU020wNYvgW84iljPkPP,mirrorball,Taylor Swift,1
0VUpJnr5VJtuPNx00YXP1g,Kaarkuzhal Kadavaiye,Sriram Parthasarathy,1
0TMmIeQOO9Z6zN08YUIlNT,A Quick Peep,Oasis,1
0TDLuuLlV54CkRRUOahJb4,Titanium (feat. Sia),David Guetta,1
0SOAuohGmdPWKnBxGiwJkn,"The Karma Theme - From ""U Turn""",Anirudh Ravichander,1
0RwaGnYX0R2S68hDX8Doks,"Chola Chola (From ""Ponniyin Selvan Part - 1"")",A.R. Rahman,1
0OMBNterYQM7enX1YptNUb,Ore Nyabagam,Devan Ekambaram,1
0HMjXBAZmSYOTTi33WpMso,History,One Direction,1
0GjEhVFGZW8afUYGChu3Rr,Dancing Queen,ABBA,1
0DwClY2t9YAWHBROMIgrXb,Ho Hey,The Lumineers,1
0ClPIeT6MSgfSgQ9ZrJbAq,Cheating on You,Charlie Puth,1
09CtPGIpYB4BrO8qb1RGsF,Sorry,Justin Bieber,1
086myS9r57YsLbJpU0TgK9,Why'd You Only Call Me When You're High?,Arctic Monkeys,1
065Z2aaZ990VPUHM9kHbI6,"Don'u Don'u Don'u (From ""Maari"") - The Don's Romance",Anirudh Ravichander,1
01q4ccXbvPlCwZ1fPiFaeM,Girlfriend in a Coma - 2011 Remaster,The Smiths,1
003vvx7Niy0yvhvHt4a68B,Mr. Brightside,The Killers,1
